actor,date,director,id,language,rate,rating_num,region,runtime,title,type,year
"佩顿·李斯特,罗根·保罗,马修·格拉夫,卡勒姆·沃西,莉亚·玛瑞·约翰逊,艾米·帕夫拉特,劳拉·哈灵,查尔斯·梅尔顿",2018-10-17(美国),迈克尔·J·格拉赫,27594183,英语,6.2,77,美国,83分钟,人类削减计划2 The Thinning: New World Order,"科幻,惊悚",2018
"赵奕欢,包文婧,张天其,袁伶嫣,李笑优,李艺东",2018-06-01(中国大陆),毛溦,30234966,汉语普通话,3.1,465,中国大陆,85分钟,暴走狂花,"喜剧,动作,悬疑",2018
"Jeffrey Arrington,King Amir Allahyar,Daniel Broadhurst",,Nathan Leon,30162411,英语,3.3,73,美国,,神童 Prodigy,"剧情,惊悚",2018
"Alex Essoe,Georgie DaburasTawny West,See full cast & crew",2018(02-12),Lux,33405501,英语,3.4,69,加拿大,90分钟,血红岛屿 Red Island,恐怖,2018
"Gina Vitori,Andrew J Katers,Samantha Bowling,Evan Sloan,Shawn McConnell,Lindsay Sawyer,Val Victa,Jordan Williams,Kate Watson,约翰·沃沙,Tammy Klein,Sam Ganguly,Arleta Jumes,Chants Davidson,Charles H. Choi",2018-03-09(美国),James Thomas,30168201,英语,3.3,109,美国,83分钟,古墓入侵者 Tomb Invader,"动作,奇幻,冒险",2018
"梁恩,屠育玮,张佳熙,喻亢,魏宗万",2018-06-08(中国大陆),"喻亢,黄建业",30211728,汉语普通话,3.6,436,中国大陆,90分钟,一个人的江湖,"剧情,动作",2018
"Holt McCallany,Zulay Henao,Dave Sheridan",2018-12-14(美国),Ken Locsmandi,25737055,英语,4.1,186,美国,93分钟,穿越白色空间 Beyond White Space,"科幻,惊悚",2018
"范楚绒,洪海天,李晔,谭满堂",2018-06-01(中国大陆),申宇,30146980,汉语普通话,3.8,1007,中国大陆,75分钟,潜艇总动员：海底两万里,"动画,奇幻,冒险",2018
"南奎丽,李天熙,李奎翰,东铉培,金宰范,郑恩星 ,薛智允,崔大成,金光炫,吴雅琳,赵汉善,郑京浩",2018-05-30(韩国),高庆民,27109989,韩语,4.1,519,韩国,87分钟,幻视 데자뷰,"悬疑,惊悚",2018
"奥利维亚·格兰特,约翰·汉纳,沃伦·布朗,埃德·斯托帕德,里克·沃登,威廉· 史乃普,温迪·格伦,斯蒂法诺·布拉奇,爱丽达·阿察瑞儿,保罗·尼科尔斯,希克·奥孔科沃,Ben Shafik,Jack Healy,Francesca Cherruault,Robert Boulter","2018-04-20(美国),2018-07(英国)","Freddie Hutton-Mills,巴特·鲁斯波利",26905703,英语,3.8,1139,英国,113分钟,人工智能：灭绝危机 Genesis,科幻,2018
"福士苍汰,中山优马,若山耀人,桐山涟,古川雄辉,大东骏介,小关裕太,东山纪之,市川知宏,加治将树",2018-03-21(日本),本广克行,26806057,日语,4.4,394,日本,94分钟,笑傲昙天 曇天に笑う,剧情,2018
"久保由利香,新井爱瞳,池内万作,小仓优香","2018-10-18(香港),2018-12-01(日本)",沖田光,30309258,日语,4.2,217,日本,90分钟,猫咪咖啡厅 猫カフェ,"剧情,爱情",2018
"保剑锋,戚砚笛,徐一娢,曹祎诺,康亢,秦佳,李小彤",2018-05-12(中国大陆),覃傑,27608425,汉语普通话,4.1,727,中国大陆,92分钟,亲爱的，我要和别人结婚了,"爱情,灾难",2018
"시아,진주,제임스,상두",2018-04-13(韩国),최은정,30192005,韩语,4.6,131,韩国,72分钟,交换：朋友的妻子 2 내친구아내,"剧情,爱情,情色",2018
"帕奥罗·艾夫力诺,蒙·康菲多,Jeffrey Quizon",2018-09-05(菲律宾),杰罗尔德·塔罗,30280501,菲律宾语,4.4,116,菲律宾,155分钟,青年将军高约 Goyo: Ang Batang Heneral,"剧情,战争",2018
"刘锐,洪浚嘉,郭万超,朱晓鸣,徐少强,王婷",2018-06-22(中国大陆),张博,30252404,汉语普通话,4.7,1387,中国大陆,85分钟,九门提督,"动作,古装",2018
"吴超,海尔夫,王力可,吕聿来,金喜","2018-10-19(中国大陆),2018-06-18(上海电影节)",张罗平,26857964,汉语普通话,6.3,563,中国大陆,97分钟,向阳的日子,剧情,2018
"谢苗,南笙,樊蕊,李波儿,白梓轩,杜玉明,程茉,王乙帆,陈茉,曹筠妮,易正福,陈久龙,马君戈",2018-01-11(中国大陆),马中轩,27133038,汉语普通话,4.8,971,中国大陆,99分钟,大梦西游4伏妖记,"喜剧,动作,奇幻",2018
"Kristina Brodskaya,叶莲娜·利亚多娃,Alexander Korshunov",2018-02-22(俄罗斯),迪米特里·图灵,30128223,俄语,6.4,73,俄罗斯,98分钟,激战阵线 Рубеж,"科幻,战争",2018
"保罗·路德,凯特·沃什,艾丽森·皮尔,杰克·麦克道曼,史蒂夫·库根,洛拉·玛汀内斯-康宁安,萨拉·明妮奇,杰克·戈尔,杰西·卢肯,弗兰西斯·李·麦克凯恩,斯塔福德·道格拉斯,卡桑德拉·罗谢尔·费特兹,玛丽·瓦根曼,德鲁·德勒格,埃文·比当古,理查德·比尔,J·内森·西蒙斯,Mike Miller","2018-02-15(同性恋狂欢电影节),2018-06-29(美国部分上映)",安德鲁·弗莱明,26726817,英语,6.4,934,美国,91分钟,理想之家 Ideal Home,"喜剧,同性",2018
"阿列克谢·法迪耶夫,亚历山大·库兹涅佐夫,尤里·楚里洛,伊兹马洛娃·瓦西里萨,拉斯塔姆·莫沙菲尔",2018-01-18(俄罗斯),拉斯塔姆·莫沙菲尔,27012992,俄语,6.7,1477,俄罗斯,105分钟,塞西亚：复仇之剑 Скиф,"剧情,动作,奇幻",2018
"布莱恩·J·史密斯,卡内赫迪奥·霍恩,劳尔·特鲁希洛,艾伦·阿什莫,托姆·阿利森,罗布·阿切尔,肖恩·本森,莎农·卡诺瓦斯,艾丹·迪瓦恩,杰克·富尔顿,约翰·卡普洛斯",2018-07-01(加拿大),拉法尔·索科洛夫斯基,26876121,英语,6.5,485,加拿大,90分钟,22号追击者 22 Chaser,"剧情,动作",2018
"Irrfan Khan,Dulquer Salmaan,Mithila Palkar",2018-08-03(印度/美国),Akarsh Khurana,30292142,印地语,6.4,115,印度,114分钟,寻父之旅 Karwaan,"剧情,喜剧",2018
"希拉里·斯万克,迈克尔·珊农,罗伯特·福斯特,布莱思·丹纳,泰莎·法米加,乔什·卢卡斯,莎拉·萨瑟兰,玛里琳·多兹·弗兰克,埃美·加西亚,威廉·斯米利","2018-01-21(圣丹斯电影节),2018-10-12(美国)",伊丽莎白·乔姆科,26999422,英语,7.0,285,美国,101分钟,他们有什么 What They Had,剧情,2018
"大杉涟,玉置玲央,乌丸节子,五頭岳夫,小川登,古馆宽治,光石研",2018-10-06(日本),佐向大,30194150,日语,6.9,127,日本,114分钟,教诲师 教誨師,剧情,2018
"林原惠美,泽城美雪,水濑祈,福山润,村中知,中泽匡智,黑泽朋世,井上喜久子,大仓孝二,菅生隆之,浦山迅,铃木黎子",2018-09-07(日本),"本广克行,上村泰,鈴木清崇",27080660,日语,7.2,233,日本,135分钟,特别的她 Progressive 劇場版 フリクリ　プログレ,"剧情,科幻,动画",2018
"飞田展男,上田耀司,高木涉,橘U子",2018-09-19(日本),,30258123,日语,7.9,132,日本,,黄金神威 OAD ゴールデンカムイ OAD,动画,2018
"约翰·休斯顿,彼得·博格丹诺维奇,苏珊·斯塔丝伯格,奥雅·柯达,莉莉·帕尔默,艾德蒙·奥布莱恩,梅赛德丝·麦坎布雷奇,卡梅隆·米切尔,皮特·杰森,丹尼斯·霍珀,本尼·鲁宾,克洛德·夏布洛尔,斯特凡·奥德朗,亨利·雅格洛,保罗·马祖斯基","2018-08-31(威尼斯电影节),2018-11-02(美国)",奥逊·威尔斯,2068290,英语,7.3,937,美国 / 法国 / 伊朗,122分钟,风的另一边 The Other Side of the Wind,剧情,2018
"小林星兰,水树奈奈,松田飒水,远藤璃菜,小樱悦子,麻上洋子,花泽香菜,一龙斋贞友,寺杣昌纪,折笠富美子,小林由美子,小松未可子,田中诚人,高桥里枝,坂本恭平,伊东美弥子,野村麻衣子,清水春香,社本悠,龟谷理子,金鱼若菜,村上裕哉,北田理道,内藤有海,小松昌平,拜真之介,长谷川暖,伊吹优里安,设乐优,霍兰千秋,铃木杏树,药丸裕英,山寺宏一","2018-06-11(安锡动画电影节),2018-09-12(法国)",高坂希太郎,30205667,日语,7.6,143,日本,95分钟,剧场版 年轻的老板娘是小学生！ 若おかみは小学生！,动画,2018
"斯蒂芬·库里,史蒂夫·科尔,凯文·杜兰特,詹姆斯·哈登,克里斯·保罗,勒布朗·詹姆斯,凯文·乐福,克莱·汤普森,德雷蒙德·格林",2018-08-23(美国),,30299228,英语,8.3,134,美国,,金州勇士队2018年夺冠纪录片 Back to Back ! 2018 NBA Champions: Golden State Warriors,,2018
"天海祐希,佐佐木藏之介",2018-02-23(日本),,27205128,日语,7.2,498,日本,94分钟,培养天才的妻子：世界公认数学家与妻子的爱 天才を育てた女房～世界が認めた数学者と妻の愛～,剧情,2018
柯南·奥布莱恩,2018-04-11(美国),,30432348,英语,8.9,81,美国,42分钟,柯南无国界：意大利 Conan Without Borders: Italy,脱口秀,2018
"岩永彻也,小野塚勇人,饭岛宽骑,濑户利树,松本享恭,松田流花,甲斐翔真,黑崎莉奈,柳百合菜,贵水博之",2018-04-25(日本),铃村展弘,27124864,日语,9.0,160,日本,60分钟,假面骑士EX-AID Trilogy Another Ending  Part III 假面骑士Genm VS 假面骑士Lazer 仮面ライダーゲンムVSレーザー,,2018
"布兰登·奥雷,Thandi Sebe,Cord Newman,Meghan Oberholzer,Naima Sebe,Caitlin Harty",2018-08-18(美国),马克·阿特金斯,30311141,英语,2.5,152,美国,86分钟,夺命六头鲨 6-Headed Shark Attack,"动作,惊悚,恐怖",2018
"全昭旻,朴成勋,吴东旻,宋智仁",2018-09-14(韩国),黄昇基,30299400,韩语,7.6,1296,韩国,60分钟,我的黑历史误答笔记 나의 흑역사 오답노트,"喜剧,爱情",2018
Vir Das,2018-12-11(新加坡),Marcus Raboy,30394870,,8.3,133,美国,67分钟,维尔·达斯：处男有难 Vir Das: Losing It,喜剧,2018
"Casey Gagliardi,Andrew Joseph Montgomery,埃洛·卡萨多斯",2018-02-27(美国),Patrick Magee,27133343,英语,4.1,676,美国,106分钟,原始狂暴：大脚怪传奇 Primal Rage: The Legend of Oh-Mah,恐怖,2017
"钱小豪,叮当,徐沅澔,洪京京,曾涟漪,元宝",2018-01-05(中国大陆),刘观伟,26995881,汉语普通话 / 粤语,3.3,1377,香港 / 中国大陆,88分钟,新僵尸先生2 新僵屍先生2,"剧情,恐怖",2018
"刘屹宸,孙振鹏,石恩心,汤维文,周钦霖,王亚斌,李泽宇,潘彦妃",2018-11-24(中国大陆),"郭玉龙,杨帅",30388339,汉语普通话,4.0,725,中国大陆,87分钟,狄仁杰之无头神将,"剧情,动作,古装",2018
"史蒂文·奥格,爱丽丝·洛维",2018-06-27(爱丁堡电影节),Carl Strathie,26964184,英语,4.1,399,英国,90分钟,迫日营救 Solis,"动作,科幻,冒险",2017
"萨姆·斯特里克,维吉尼亚·加德纳,布兰登·迈克尔·霍尔","2018-10-01(Beyond Fest),2018-11-02(美国)",Chris von Hoffmann,30124280,英语,4.3,292,美国,89分钟,嗜血派对 Monster Party,"悬疑,惊悚,恐怖",2018
"卢秋宏,何达,郑昊,杨俊生,张永达,冯恩鹤,祝希娟,马晓伟",2018-08-01(中国大陆),"高峰,张馨",27180974,汉语普通话,4.2,949,中国大陆,100分钟,浴血广昌,"历史,战争",2018
"尼古拉斯·凯奇,弗朗卡·波滕特,佩内洛普·米契尔,加勒特·克莱顿,莉蒂亚·赫斯特,霍珀·潘,托姆·威廉姆斯",2018-09-22(奥斯汀奇幻电影节),Maria Pulera,27120587,英语,4.3,640,美国,90分钟,世界之间 Between Worlds,惊悚,2018
"宝拉·巴顿,威廉·菲德内尔,米西·派勒,道恩·奥利弗瑞,罗塞莉·桑切斯,鲁克·高斯,欧玛·艾普斯,拉兹·阿隆索,丹吉洛,罗林·麦考利,斯黛茜·阿伦·拉布,斯科特·安东尼·利特,丽萨·希区柯克·卡尔斯特伦,克劳德·杜哈梅尔,珍妮·扬",2018-04-20(美国),德翁·泰勒,26915023,英语,5.0,896,美国,96分钟,假期惊魂 Traffik,惊悚,2018
"贾斯汀·哈特雷,阿莉尔·凯贝尔,詹姆斯·凯森·李,阿兰·皮特鲁塞泽维斯基,马克·瓦雷,杰克·麦克劳克林,塔克·斯莫尔伍德,艾登·洛夫坎普,克里斯尔·斯塔休斯,Ethan Cohn,卡尔·T·怀特,Julia Parker,托马斯·亨尼赛",2018-09-14(美国),托马斯·亨尼赛,26884742,英语,4.7,561,美国,89分钟,另一个时间 Another Time,"剧情,喜剧,爱情,科幻",2018
"黑岛结菜,小泷望,高杉真宙,川荣李奈,谷村美月,市川知宏,绫野真白,石川志织,中村久美,铃木砂羽,白石美帆,森崎博之",2018-03-03(日本),筱原哲雄,26975457,日语,5.2,1100,日本,112分钟,恋爱的我是女主角吗？ プリンシパル 恋する私はヒロインですか？,爱情,2018
"伊丽莎白·莫斯,卡拉·迪瓦伊,丹·史蒂文斯,阿格妮丝·迪恩,盖尔·兰金,艾什莉·本森,迪兰·格鲁拉,艾梅柏·希尔德,埃里克·斯托尔兹,维吉妮娅·马德森,伊卡·戴维尔,琳赛·柏奇,尤瑟夫·布罗斯,基思·普尔森","2018-09-09(多伦多电影节),2019-04-12(美国)",亚历克斯·罗斯·派瑞,30134187,英语,5.5,225,美国,134分钟,她的气味 Her Smell,"剧情,音乐",2018
"杰瑞德·莱托,浅野忠信,椎名桔平,忽那汐里,埃米尔·赫斯基,雷·尼科尔森,罗利·科奇瑞恩,大森南朋,田中泯,三浦诚己,菅田俊,清水寻也,海,地曳豪,渊上泰史,奥野瑛太,松本铃木,菊地麻衣",2018-03-09(美国),马丁·赞里维特,10535571,英语 / 日语,5.6,2175,美国,120分钟,外来者 The Outsider,"剧情,惊悚,犯罪",2018
"李保田,陈瑾,巴登西绕,张政勇,孙敏,白威,郭晓峰,孙艺杨",2018-12-22(中国大陆),苗月,30402752,汉语普通话,5.9,628,中国大陆,120分钟,大路朝天,剧情,2018
"郑强,褚楚,王小挺,侯煜,周华,李玉龙,柳秉钰,文俊挺",2018-11-30(中国大陆),柏麟,30291126,汉语普通话,5.9,344,中国大陆,93分钟,天渠,剧情,2018
"蒂尔·施威格,马提亚斯·施维赫夫,安妮·薛弗,丽莎·托马舍夫斯基,约阿希姆·保罗·阿斯波克,海诺·费尔希,萨缪尔·芬齐,安德烈·赫尼克,拉莫娜·库泽-莉比诺,宝拉·保罗,海伦娜·皮斯克,梅林·罗斯,蒂姆·维尔德",2018-01-18(德国),托尔斯滕·孔斯特勒,27002460,德语,5.7,422,德国,105分钟,热狗行动 Hot Dog,"喜剧,动作",2018
"阿雅·卡什,舒格·林·彼尔德,尼尔·麦克唐纳,亚当·德维尼,安德雷斯·霍尔姆,杰尔·伯恩斯,布莱克.安德森,艾米莉·麦迪森,山姆·理查森,Geno Segers",2018-03-23(美国),凯尔·纽瓦切克,26961848,英语,5.9,1223,美国,101分钟,"游戏结束，老兄！ Game Over, Man!","喜剧,动作",2018
"陈思宇,王子清,小夕",2018-08-24(中国大陆),曾庆杰,30299387,汉语普通话,5.9,1918,中国大陆,90分钟,天才J之致命推理,,2018
"天海祐希,草笛光子,前田敦子,石黑贤,胜村政信,原沙知绘,铃木浩介,桐山涟,黑谷友香,桥爪功,西田敏行,泽村一树",2018-03-24(日本),和泉圣治,30140044,日语,5.3,2769,日本,110分钟,命案目睹记：卧铺特急杀人事件 パディントン発4時50分～寝台特急殺人事件～,"悬疑,犯罪",2018
"足立梨花,田村侑久,佐野日向子,中岛广稀,古川凛,大石吾朗,佐藤美希,浅野和之,麻生祐未",2018-06-22(日本),秦建日子,27097745,日语,5.2,394,日本,100分钟,接吻的饺子 キスできる餃子,"剧情,爱情",2018
"山姆·洛克威尔,菲比·福克斯,本·施瓦茨,彼得·费迪南多,彼得·多卡普,阿尔·韦弗,罗宾·赫利尔,西蒙·卡洛,马丁·蒙纳斯特,阿曼达·多诺休,弗兰西斯·巴贝,保罗·陈,彼得·辛格,鲁弗斯·赖特,丹尼尔·厄根,李·尼古拉斯·哈里斯",2018-08-24(美国),哈迪 ·哈杰格,26857664,英语,6.6,967,英国,105分钟,蓝蜥蜴俱乐部 Blue Iguana,喜剧,2018
"田中真弓,中井和哉,冈村明美,山口胜平,平田广明,大谷育江,山口由里子",2018-08-27(日本),宇田钢之助,30323116,日语,7.9,75,日本,105分钟,海贼王特别篇：空岛之章,动画,2018
"伊瑟尔·戈麦斯·罗梅罗,Francisco José Gómez Romero,Óscar Rodríguez",2018-09-27(圣塞巴斯蒂安电影节),伊萨基·拉库埃斯塔,30279392,西班牙语,6.7,89,西班牙,136分钟,两片水域之间 Entre Dos Aguas,剧情,2018
约翰·木兰尼,2018-05-01(美国),,30197746,英语,7.5,422,美国,,约翰·木兰尼：无线电城的俊小伙儿 John Mulaney: Kid Gorgeous at Radio City,"喜剧,脱口秀",2018
克里斯·洛克,2018-02-14(美国),博·伯翰,30148257,英语,7.6,391,美国,65分钟,克里斯·洛克：铃鼓 Chris Rock: Tamborine,"喜剧,脱口秀",2018
"阿尔·帕西诺,丽莉·克亚芙,安妮·帕里西,凯西·贝克,格雷戈·格伦伯格,斯蒂芬·考特尔,达伦·戈德斯坦,约翰·德利奥,尼古拉斯·萨德勒,西莉亚·奥,特丝·弗雷泽,米多莉·弗朗西斯,费斯·洛根,克丽丝滕·布什",2018-04-07(美国),巴瑞·莱文森,27063864,英语,6.7,322,美国,105分钟,帕特诺 Paterno,"剧情,传记",2018
"Christopher Rygh,Cora Kaufman","2018-10-06(Sitges Film Festival),2019-04-05(美国)",Jordan Downey,27096971,英语,5.5,123,美国,72分钟,猎头武士 The Head Hunter,"恐怖,奇幻",2018
"吉田羊,野村周平,筱原笃,吉田钢太郎,玉木宏",2018-05-11(日本),铃木收,27011210,日语,5.4,347,日本,113分钟,爱之证 ラブ×ドック,喜剧,2018
"马克-安德烈·格隆丁,莫妮亚·肖克里,Charlotte St-Martin",2018-03-02(德国),罗宾·奥贝尔,26966538,法语,5.4,784,加拿大,104分钟（网飞版）,食人之饥 Les Affamés,"剧情,恐怖",2017
"卡里姆·莱克路,伊莎贝尔·阿佳妮,文森特·卡索,欧莱雅·阿玛拉,弗朗索瓦·达密安,菲烈·卡特林,萨姆·斯普卢尔 ,加比·罗斯,索菲安·哈米斯,亚历克西斯·曼蒂","2018-05-12(戛纳电影节),2018-08-22(法国)",罗曼·加华斯,27071216,法语,5.9,390,法国,100分钟,世界属于你 Le monde est à toi,"喜剧,犯罪",2018
"泽村一树,黑木瞳,财前直见,荒川良良,川口春奈,八岛智人,中原丈雄,水泽绘玲奈,平岩纸,津川雅彦,古谷一行",2018-03-25(日本),和泉圣治,30136653,日语,5.8,1888,日本,110分钟,破镜谋杀案：女演员杀人事件 大女優殺人事件～鏡は横にひび割れて～,"悬疑,犯罪",2018
"杰森·莫玛,加瑞特·迪拉胡特,史蒂芬·朗,扎恩·迈克拉农,吉尔·瓦格纳,萨拉·贝克,布莱登·佛雷切,蒂奇·格兰特,萨莎·罗索夫,弗雷泽·艾奇逊,詹姆斯·哈尔维·瓦德,斯蒂夫·奥康奈尔,泰·亚历山大",2018-02-02(美国),林·奥汀,26792833,英语,5.9,1390,加拿大,94分钟,雪光之灾 Braven,"剧情,动作",2018
"安德烈·梅尔兹利金,阿格拉娅·塔拉索娃,Aleksandr Tyutin,Sergey Chetvertkov,Anton Filipenko,Aleksey Ovsyannikov,Sergey Stukalov,Nikolay Gorshkov",2018-04-26(俄罗斯),基姆·德鲁日宁,30228877,俄语,6.3,370,俄罗斯,95分钟,坦克 Танки,"喜剧,动作,历史",2018
"康斯坦丁·哈宾斯基,克里斯多弗·兰伯特,玛利亚·科热夫尼科娃,米卡丽娜·欧赞思佳,菲利普·莱因哈特,沃尔夫冈·塞尔尼",2018-04-26(俄罗斯),康斯坦丁·哈宾斯基,27166413,俄语,6.3,384,俄罗斯,110分钟,索比堡 Собибор,"历史,战争",2018
"安德烈·伯恩森,亚历山德·霍尔门,布瑞德·福里斯达,艾丽·瑞亚侬·穆勒·奥斯本,苏陆士·萨达特,马格努斯·莫恩,张特兰","2018-02-19(柏林电影节),2018-03-09(挪威)",埃里克·普派,30141329,挪威语,6.0,1098,挪威,90分钟,于特岛7月22日 Utøya 22. juli,"剧情,惊悚",2018
"亚当·桑德勒,克里斯·洛克,史蒂夫·布西密,瑞秋·德拉彻,艾利森·斯特朗,罗兰·巴克三世,卡蒂·哈特曼,克洛伊·希默尔曼,杰克·李普曼,吉姆·巴龙,琼·盖博,苏珊妮·谢泼德,克里斯蒂安·卡波佐利,纳塞尔·法里斯,杰瑞德·桑德勒",2018-04-27(美国),罗伯特·斯密戈尔,27031084,英语,6.2,982,美国,116分钟,疯狂婚礼周 The Week Of,喜剧,2018
"弗拉德·伊凡诺夫,苏珊娜·伍艾斯特,伊夫林·多布斯,比约恩·弗赖贝格,尤莉·贾卡比,朱迪特·巴多斯,列文特·莫尔纳,乌尔斯·瑞恩,莫妮卡·巴尔赛,马尔桑·恰尼克,桑德尔·泽绍特","2018-09-03(威尼斯电影节),2018-09-27(匈牙利)",拉斯洛·奈迈施,26675554,匈牙利语 / 德语,6.2,534,匈牙利 / 法国,142分钟,日暮 Napszállta,剧情,2018
"郑秀文,梁咏琪,白百何,赵雅芝,齐溪,商天娥,周家怡,甘国亮,林保怡,宋宁峰,庄文强,廖碧儿,韩马利,新剑郎","2019(中国大陆),2018-10-05(釜山电影节)",关锦鹏,26928160,粤语,6.5,530,香港,100分钟,八个女人一台戏 八個女人一台戲,剧情,2018
"贝热尼丝·贝乔,苏珊娜·克莱蒙,斯特凡·德·胡特,樊尚·埃尔巴兹,格莱高利·嘉德波瓦,多莉亚·蒂利耶,罗什迪·泽姆,艾伦·马克森",2018-10-17(法国),弗雷德·卡瓦耶,27205274,法语,6.5,978,法国 / 比利时,90分钟,无可隐藏 Le jeu,喜剧,2018
"盖尔·加西亚·贝纳尔,雷昂那多·奥提兹格尔斯,阿尔佛莱德·卡斯特罗,西蒙·拉塞尔·比尔,贝尔南多·沃拉斯科,蕾蒂西亚·布雷戴斯,伊尔丝·萨拉斯,莉萨·欧文","2018-02-22(柏林电影节),2018-08-23(墨西哥)",阿隆索·帕拉西奥斯,26655154,西班牙语,6.7,161,墨西哥,128分钟,博物馆 Museo,"剧情,犯罪",2018
"萝丝·拜恩,伊桑·霍克,克里斯·奥多德,梅根·多兹,博格纳·F·马丁,欧阳万成","2018-01-19(圣丹斯电影节),2018-08-17(美国)",杰西·派瑞兹,26279175,英语,6.8,1576,美国,97分钟,"赤裸朱丽叶 Juliet, Naked","剧情,喜剧,爱情,音乐",2018
"弗朗索瓦·西维尔,奥利维尔·雷堡汀,马农·阿泽姆,塞缪尔·朱义,纳尔西斯·马姆,纳埃尔·拉比亚,萨姆·卢维克,沃尔里德·阿非基尔,米格伦·米切夫,苏菲恩·古瑞博",2018-01-03(法国),雅恩·戈斯兰,27625641,法语,6.4,354,法国,107分钟,筋疲力尽 Burn Out,"动作,惊悚",2018
"索菲娅·绍莫希,雷欧·弗戴迪,安布鲁斯·巴赫扎,佐卡·瓦赫伽-布拉史寇,卡洛伊·哈伊久克","2018-05-09(戛纳电影节),2018-11-08(匈牙利)",索菲娅·泽拉吉,30197489,匈牙利语,7.4,436,匈牙利,99分钟,一天 Egy nap,剧情,2018
"Kaolip,Shingo Kato,Komegumi Koiwasaki,Maki Tsuruta,Sôta Arai,Mina Inoue,Yukie Takahashi,Rareko,Jamison Boaz,G.K. Bowes,本·迪斯金,托德·哈伯空,塔拉·普拉特,帕特里克·赛兹",2018-12-20(美国),Rareko,30411677,日语,8.3,84,美国,22分钟,职场小烈：重金属圣诞快乐 アグレッシブ烈子: We Wish You A Metal Christmas,"喜剧,爱情,动画,音乐",2018
"赖晶晶,王李丹妮,陈垚,潘彦妃,雷诺儿",2018-12-14(中国大陆),曹志鹏,30296766,汉语普通话,2.8,541,中国大陆,82分钟,午夜整容室,"惊悚,恐怖",2018
"深川麻衣,山下健二郎,伊藤沙莉,志田彩良",2018-02-17(日本),今泉力哉,27151937,日语,6.9,639,日本,110分钟,面包，巴士和第二次初恋 パンとバスと2度目のハツコイ,喜剧,2018
西尔维斯特·史泰龙,2018-12-14(美国),布莱恩·A·米勒,27602570,英语,3.6,416,美国,92分钟,回溯者 Backtrace,动作,2019
"小田部阿基,Wilson Benedito,Ryszard Kapuscinski","2018-05-11(戛纳电影节),2018-11-02(波兰)","Raúl de la Fuente,达米安·纽诺",24757622,英语 / 葡萄牙语 / 波兰语 / 西班牙语,7.9,196,波兰 / 西班牙 / 德国 / 比利时 / 匈牙利,80分钟,人生的另一天 Un día más con vida,"动画,传记",2018
"金田朋子,高桥李依,米泽圆,坂本真绫,能登麻美子,大久保瑠美,斋藤千和,种田梨沙,丹下樱,野中蓝,小见川千明",2018-12-31(日本),,30420108,日语,9.1,180,日本,14分钟30秒,从漫画了解！Fate/Grand Order マンガで分かる！Fate/Grand Order,"喜剧,动画",2018
"王安琪,王辰硕,高寒,廖成霖,严忆琳,高嵩,何志龙,包磊,隋丽娟,许金权,金逸文",2018-02-01(中国大陆),吴琴,26873029,汉语普通话,4.0,652,中国大陆,92分钟,时空偷渡少女,"爱情,奇幻",2018
"朱茵,张继聪,张彦博,邹文正,李枫,魏来,姚童","2018-09-25(中国大陆),2018-10-04(香港)","涂霆骏,麦浩邦",26995764,粤语,3.4,884,香港,85分钟,古宅,"惊悚,恐怖",2018
"大卫·刘易斯,艾米莉·霍尔姆斯,麦肯锡·葛雷",2018-04-28(美国),Ray Raghavan,33425984,英语,4.5,182,美国,85分钟,暴力治愈 Violentia,"剧情,科幻",2018
"苏珠妍,金旻奎,金英,金泰旼,崔熙珍,朴晋,高佑丽,申在胜,李由美,李韩书,池大汉,陈庸旭,李必模,李容怡,全贤秀",2018-07-13(韩国),崔尚熏,28509615,韩语,3.9,622,韩国,91分钟,窃窃私语 속닥속닥,恐怖,2018
"卢克·伊万斯,凯利·蕾莉,诺埃尔·克拉克,杰森·马扎,Ruby Bustamante,Olivia Chenery",2018-04-13(美国),苏西·尤因,26908284,英语,4.5,899,英国,87分钟,10×10,惊悚,2018
"亚历山大·斯卡斯加德,保罗·路德,贾斯汀·塞洛克斯,罗伯特·席安,谢妮布·萨利赫,罗伯特·卡辛斯基,多米尼克·莫纳汉,山姆·洛克威尔,丹尼尔·法瑟斯,诺埃尔·克拉克,弗洛伦丝·卡松巴,克斯腾·布劳克,安杰伊·布卢门菲尔德,尼基·兰伯恩,卡罗琳·彼得斯,劳拉·德波尔,马蒂·博斯泰特,杰尼斯·纽沃纳,安妮娜·沃尔特,尤金·鲍德尔",2018-02-23(美国),邓肯·琼斯,3824344,英语 / 德语,4.9,2262,英国 / 德国,126分钟,缄默 Mute,"科幻,悬疑,惊悚",2018
"凌正辉,庞璐佳,林路迪,张逗逗","2019-01-11(中国大陆),2018-09-04(长春电影节)",李杰,26834059,汉语普通话 / 英语,5.0,498,中国大陆,92分钟,很高兴遇见·你,爱情,2018
"秦语,曾淇,赵艺,曹晏豪,刘颖颖",2018-11-09(中国大陆),"高朋,刘鼎业",26774001,汉语普通话,4.9,296,中国大陆,86分钟,开学悸,"惊悚,恐怖",2018
