actor,date,director,id,language,rate,rating_num,region,runtime,title,type,year
"海莉·斯坦菲尔德,小豪尔赫·兰登伯格,约翰·塞纳,杰森·德鲁克,帕梅拉·阿德龙,斯蒂芬·施耐德,里卡多·霍约斯,约翰·奥提兹,格林·特鲁曼,兰·卡琉,格蕾丝·达斯恩妮,弗里德·杜莱尔,蓝尼·雅各布森 ,梅金·普莱斯,萨钦·巴特,蒂姆·马丁·格里森,安东尼奥·查丽蒂,艾德文·霍德吉,拉斯·斯兰德,迪伦·奥布莱恩,彼特·库伦,安吉拉·贝塞特,贾斯汀·塞洛克斯,大卫·索博洛夫,格蕾·德丽斯勒,史蒂夫·布卢姆,安德鲁·莫尔加多,威廉·W·巴伯,罗伯特·切斯纳特,米歇尔·方,克里斯蒂安·哈切森,里克·理查森,瓦内萨·罗斯,波士顿·拉什·弗里曼,托尼·托斯特,迪娜·特鲁迪,艾蒂安·维克","2019-01-04(中国大陆),2018-12-21(美国)",特拉维斯·奈特,26394152,英语,7.0,265207,美国 / 中国大陆,114分钟,大黄蜂 Bumblebee,"动作,科幻,冒险",2018
"邓超,孙俪,郑恺,王千源,王景春,胡军,关晓彤,吴磊,封柏","2018-09-30(中国大陆),2018-09-06(威尼斯电影节)",张艺谋,4864908,汉语普通话,7.2,412346,中国大陆 / 香港,116分钟,影,"剧情,动作,武侠,古装",2018
"查德维克·博斯曼,露皮塔·尼永奥,迈克尔·B·乔丹,丹娜·奎里拉,马丁·弗瑞曼,丹尼尔·卡卢亚,利蒂希娅·赖特,温斯顿·杜克,斯特林·K·布朗,安吉拉·贝塞特,福里斯特·惠特克,安迪·瑟金斯,弗洛伦丝·卡松巴,约翰·卡尼,大卫·S·李,娜比娅·毕","2018-03-09(中国大陆),2018-02-16(美国)",瑞恩·库格勒,6390825,斯瓦希里语 / 英语 / 科萨语 / 韩语,6.5,332446,美国 / 南非 / 韩国 / 澳大利亚,134分钟,黑豹 Black Panther,"动作,科幻,冒险",2018
"李易峰,迈克尔·道格拉斯,周冬雨,曹炳琨,王戈,苏可",2018-06-29(中国大陆),韩延,26925317,汉语普通话 / 英语,7.2,364726,中国大陆,132分钟,动物世界,"剧情,动作,冒险",2018
"雷佳音,佟丽娅,张衣,于和伟,王正佳,陶虹,李念,李光洁,杨玏,范明,徐峥,杨迪,方龄,陈昊",2018-05-18(中国大陆),苏伦,27133303,汉语普通话,6.9,367934,中国大陆,101分钟,超时空同居,"喜剧,爱情,奇幻",2018
"彭于晏,廖凡,姜文,周韵,许晴,泽田谦也,安地,史航,李梦,丁嘉丽,陈曦",2018-07-13(中国大陆),姜文,26366496,汉语普通话 / 英语 / 日语 / 法语,7.0,476649,中国大陆,137分钟,邪不压正,"剧情,喜剧,动作",2018
"张子枫,彭昱畅,赵今麦,孙泽源,周翊然,刘冠毅,姜宏波,徐光宇",2018-08-17(中国大陆),郑芬芬,30122633,汉语普通话,6.9,234183,中国大陆,115分钟,快把我哥带走,"喜剧,奇幻",2018
"埃迪·雷德梅恩,凯瑟琳·沃特斯顿,约翰尼·德普,裘德·洛,埃兹拉·米勒,丹·福勒,艾莉森·萨多尔,佐伊·克罗维兹,卡勒姆·特纳,金秀贤,威廉·纳迪兰,凯文·格思里,卡门·艾乔戈,沃尔夫·罗特,德里克·里德尔,科内尔·约翰,英格瓦·埃盖特·西古德松,波佩·科比-特曲,西蒙·米考克,大卫·樱井,维多利亚·耶茨,奥拉维尔·达里·奥拉夫松,大卫·威尔莫特,艾德·高根,奥莉维亚·波皮卡,阿尔菲·西蒙斯,菲奥娜·格拉斯科特,杰米·坎贝尔·鲍尔,托比·瑞格波,约书亚·谢伊,布隆蒂斯·佐杜洛夫斯基,杰西卡·威廉姆斯,欧文·弗热瑞,休·夸希,塔希尔·布尔汉,迈克尔·科布,萨比恩·克洛森,亚历珊德拉·福特,肖恩·吉斯灵厄姆,通恰伊·古奈什,迈克尔·海登,露丝·霍洛克斯,泰·赫尔利,纳西尔·贾玛,卡米尔·雷米泽斯基,迪诺·布加迪",2018-11-16(中国大陆/美国),大卫·叶茨,26147417,英语,7.1,317930,美国 / 英国,134分钟,神奇动物：格林德沃之罪 Fantastic Beasts: The Crimes of Grindelwald,"奇幻,冒险",2018
"拉米·马雷克,本·哈迪,约瑟夫·梅泽罗,格威利姆·李,艾伦·里奇,露西·宝通,艾丹·吉伦,汤姆·霍兰德,麦克·梅尔斯,阿隆·麦克卡斯克,梅内卡·达斯,迪基·博,蒂姆· 普莱斯特,杰克·罗思,马克斯·班内特,基兰·哈德卡斯托,罗斯·格林,布鲁斯·麦克金伦,米歇尔·邓肯,马特·格林伍德,罗茜·本杰明,约翰·奥特曼,詹姆斯·华莱士,文森特·阿德里安,拉斯科·阿特金斯,乔纳森·奇塔姆,迈克尔·科布,耶稣·加洛,亚当·兰伯特,豪尔赫·莱昂·马丁内斯,杰森· 莱恩斯,伊斯雷尔·鲁兹","2019-03-22(中国大陆),2018-11-02(美国)",布莱恩·辛格,5300054,英语,8.7,288718,英国 / 美国,135分钟,波西米亚狂想曲 Bohemian Rhapsody,"剧情,音乐,传记",2018
"魏河俊,朴智炫,吴雅妍,文艺媛,朴成勋,刘帝允,李丞旭",2018-03-28(韩国),郑凡植,26945085,韩语,6.1,114784,韩国,94分钟,昆池岩 곤지암,恐怖,2018
"中川雅也,安藤樱,松冈茉优,城桧吏,佐佐木美结,树木希林,绪形直人,池松壮亮,森口瑶子,山田裕贵,片山萌美,柄本明,高良健吾,池胁千鹤","2018-08-03(中国大陆),2018-05-13(戛纳电影节),2018-06-08(日本)",是枝裕和,27622447,日语,8.7,414440,日本,117分钟(中国大陆),小偷家族 万引き家族,"剧情,家庭,犯罪",2018
"拉妮·玛克赫吉,内拉吉·卡比,萨钦,苏普丽雅·皮尔加卡尔,罗特·萨拉夫,维克拉姆·戈克哈尔,雷伊·舒克拉,阿西夫·巴斯拉,加纳特·拉玛妮,侯赛因·达拉尔,伊万·罗德里格斯,坤纳·斯内德,哈许‧梅尔,什库马尔·苏布拉马尼亚姆","2018-10-12(中国大陆),2018-03-23(印度)",西达夫·马贺拉,30140571,印地语 / 英语,7.5,51731,印度,120分钟,嗝嗝老师 Hichki,"剧情,喜剧",2018
"沙梅克·摩尔,杰克·约翰逊,海莉·斯坦菲尔德,马赫沙拉·阿里,布莱恩·泰里·亨利,莉莉·汤姆林,劳伦·维勒斯,佐伊·克罗维兹,约翰·木兰尼,金可·格伦,尼古拉斯·凯奇,凯瑟琳·哈恩,列维·施瑞博尔,克里斯·派恩,娜塔丽·莫瑞丝,奥斯卡·伊萨克,格里塔·李,斯坦·李,乔玛·塔科内,华金·科西奥,蕾克·贝尔,梅勒妮·海恩斯,尼克·杰恩,穆尼卜·拉赫曼,卡洛斯·萨拉戈萨,黛西·罗斯·布莱内斯,里夫·霍顿,哈里森·奈特,莱克斯·朗,凯特琳·麦肯纳-威尔金森,斯科特·门维尔,克里斯托弗·米勒,德维卡·帕利赫,柯特妮·佩尔顿,克里斯蒂·法瑞斯,杰奎琳·皮诺尔,贾斯汀·沉卡罗,梅利莎·斯特姆","2018-12-21(中国大陆),2018-12-14(美国)","鲍勃·佩尔西凯蒂,彼得·拉姆齐,罗德尼·罗斯曼",26374197,英语 / 西班牙语,8.7,347195,美国,116分钟(中国大陆),蜘蛛侠：平行宇宙 Spider-Man: Into the Spider-Verse,"动作,科幻,动画,冒险",2018
"约翰尼·德普,佐伊·达奇,罗丝玛丽·德薇特,朗·里维斯顿,贾斯汀·沃林顿 ,丹尼·赫斯顿,希芳·法隆,帕洛玛·克维亚特科夫斯基,奥黛莎·杨,凯特琳·伯纳德,法拉赫·阿维瓦,琳达·伊蒙,基斯·麦克科基尼,德文·特雷尔,丹尼斯·科贝特,约兰达·科贝特,马德里亚·斯卡尔韦纳","2018-10-05(苏黎世电影节),2019-05-17(美国)",韦恩·罗伯茨,27040157,英语,7.6,5227,美国,90分钟,教授 The Professor,"剧情,喜剧",2018
"汤姆·希林,塞巴斯蒂安·科赫,葆拉·贝尔,莎斯琪亚·罗森道尔,奥利弗·马苏奇,叶甫根尼·希迪金,马克·扎克,乌尔里克·C·扎勒,巴斯蒂安·特罗斯特,汉斯-尤韦·鲍尔,汉诺·科夫勒,辛纳克·勋纳曼,詹妮特·海因,乔切·舒托夫,约翰娜·加斯多夫,弗罗里安·巴西奥罗麦,本·贝克","2018-09-04(威尼斯电影节),2018-10-03(德国)",弗洛里安·亨克尔·冯·多纳斯马尔克,26701196,德语 / 俄语,8.6,22016,德国 / 意大利,189分钟,无主之作 Werk ohne Autor,剧情,2018
"詹姆斯·柯登,多姆纳尔·格里森,萝丝·拜恩,伊丽莎白·德比茨基,玛格特·罗比,黛西·雷德利,科林·穆迪,山姆·尼尔,希雅,伊文·莱斯利,费萨尔·巴齐,克里斯蒂安·加扎尔,玛丽安娜·琼-巴普蒂斯特,加雷斯·戴维斯,山姆·哈夫特,萨莎·霍勒,娜塔丽·朱,特伦尼娅·爱德华兹,费利克斯·威廉森,许明珠,布莱恩·布朗,蕾切尔·沃德,大卫·文翰,威尔·赖歇尔特","2018-03-02(中国大陆),2018-02-09(美国)",威尔·古勒,26649604,英语,7.1,68792,美国 / 英国 / 澳大利亚,95分钟,比得兔 Peter Rabbit,"喜剧,动画,冒险",2018
"亚当·桑德勒,凯瑟琳·哈恩,史蒂夫·布西密,赛琳娜·戈麦斯,阿什·布林克夫,梅尔·布鲁克斯,科甘-迈克尔·凯,安迪·萨姆伯格,法兰·德瑞雪,大卫·斯佩德,凯文·詹姆斯,莫莉·香侬,格恩迪·塔塔科夫斯基,乔·怀特,克莉丝汀·泰根,乔·乔纳斯,吉姆·加菲根","2018-08-17(中国大陆),2018-07-13(美国)",格恩迪·塔塔科夫斯基,26630714,英语,6.7,79568,美国,98分钟,精灵旅社3：疯狂假期 Hotel Transylvania 3: Summer Vacation,"喜剧,动画,奇幻",2018
"布莱恩·科兰斯顿,爱德华·诺顿,科宇·兰金,列维·施瑞博尔,比尔·默瑞,杰夫·高布伦,鲍勃·巴拉班,野村训市,格蕾塔·葛韦格,斯嘉丽·约翰逊,蒂尔达·斯文顿,弗兰西斯·麦克多蒙德,罗曼·科波拉,卡拉·海沃德,高山明,伊藤晃,哈威·凯特尔,F·默里·亚伯拉罕,小野洋子,渡边谦,夏木真理,费舍·史蒂芬斯,村上虹郎,考特尼·万斯,安杰丽卡·休斯顿,野田洋次郎,山田孝之,秋元梢,松田翔太,松田龙平,池田依来沙,杰克·莱恩,育乃介,儿玉太智,卡琳·奥克索,弗兰克·伍德,爱德华·博奇","2018-04-20(中国大陆),2018-02-15(柏林电影节),2018-03-23(美国)",韦斯·安德森,26640371,英语 / 日语,8.3,165916,美国 / 德国,97分钟(中国大陆),犬之岛 Isle of Dogs,"喜剧,动画,冒险",2018
"彭昱畅,章宇,王玉雯,李从喜,董向荣,王柠,赵燕国彰,朱颜曼滋,凌正辉,王超北,王雪洋",2018-02-16(柏林电影节),胡波,27172891,汉语普通话,8.0,78818,中国大陆,234分钟(导演剪辑版),大象席地而坐,剧情,2018
"刘亚仁,史蒂文·元,全钟瑞,金秀京,崔承浩,玉子妍","2018-05-16(戛纳电影节),2018-05-17(韩国)",李沧东,26842702,韩语,7.9,155063,韩国,148分钟,燃烧 버닝,"剧情,悬疑",2018
"吴恬敏,亨利·戈尔丁,杨紫琼,嘉玛·陈,奥卡菲娜,卢燕,岑勇康,郑肯,水野索诺娅,吴育刚,欧阳万成,钱信伊,瑞米·海依,尼科·桑托斯,陆思敬,苏慧敏,方展发,谢宛谕,维多利亚·洛克,许优美,郑花如,许静雯,卡尔文·王,陈琼华,刘佳镁,陈美廪,内万·科伊特,阿曼达·埃文斯,彼得·霍奇森,安德斯·塔格,丹尼尔·詹金斯,彼得·卡罗尔,黛博拉·杨,查尔斯·格朗斯,杰西卡·加莱蒂,Swee Huat Teo,罗尼·纪,Isaac Boon Chuon Lee,罗杰·谢克,Lee Zhi Jian,Lee Jun Wen,拉塞尔·黄,马尔库斯·莫,杰瑞卡·黎,乔·翁,陈胤希,德尔菲诺润二,Beatrice Chein,Tan En Yu,Tan En Dong,姬丝·阿奎诺,Lucinda Lew,黄苏珊,Tumurbaatar Enkhtungalag,木下众平,吉娜·格莱尼斯,凯文·关,斯蒂芬妮·欧阳,Leong Chun Chong,Ho Yan Xi,兰斯·埃明格,卡兰比尔·亨达尔,斯蒂芬·杰克,纪宝珠","2018-11-30(中国大陆),2018-08-15(美国)",朱浩伟,26786642,英语 / 汉语普通话 / 粤语,6.1,78125,美国,121分钟,摘金奇缘 Crazy Rich Asians,"喜剧,爱情",2018
"阿克谢·库玛尔,拉迪卡·艾普特,索娜姆·卡普尔,乔蒂·苏巴,森尔·辛,阿米达普·巴强,雷·拉维","2018-12-14(中国大陆),2018-02-09(印度)",R·巴尔基,27198855,印地语,7.7,57557,印度,140分钟,印度合伙人 Padman,"剧情,喜剧,传记",2018
"Lady Gaga,布莱德利·库珀,山姆·艾里奥特,安德鲁·戴斯·克雷,拉菲·格拉沃恩,安东尼·拉莫斯,大卫·查普尔,亚历克·鲍德温,马龙·威廉姆斯,布兰迪·卡莉,朗·瑞弗金,巴里·沙巴卡·亨利,迈克尔·D·罗伯茨,迈克尔·哈尔尼,丽贝卡·菲尔德,威廉·贝利,格雷戈·格伦伯格,D·J·尚格拉·皮尔斯,德瑞娜·德尼罗,艾迪·格里芬,哈尔希,马修·利巴提克,路奈尔·坎贝尔,唐·渥斯,伦尼·卡斯特罗,唐·罗伊·金,格雷戈里·斯卡尔尼奇,弗兰克·安妮罗,杰尔马诺·布兰科,梅根·豪恩,马克·查普曼,史蒂文·西塞罗,阿曼达·菲尔茨,阿尔弗雷德·加比杜林,弗雷德里克·基夫","2018-08-31(威尼斯电影节),2018-10-05(美国)",布莱德利·库珀,4058933,英语,7.2,72112,美国,135分钟,一个明星的诞生 A Star Is Born,"剧情,爱情,音乐",2018
"神谷浩史,井上和彦,高良健吾,小林沙苗,泽城美雪,石田彰,藤村步,村濑步,伊藤美纪,伊藤荣次,堀江一真,佐藤利奈,木村良平,菅沼久义,雪野五月,川澄绫子,樋口晓里,冈村明美,黑田崇矢,长岛雄一,松山鹰志,下崎纮史,知桐京子,岛本须美","2019-03-07(中国大陆),2018-09-29(日本)","大森贵弘,伊藤秀树",27166442,日语,8.0,70821,日本,104分钟,夏目友人帐 劇場版 夏目友人帳 ～うつせみに結ぶ～,"剧情,动画,奇幻",2018
"甄子丹,陈乔恩,喻亢,骆明劼,汤君慈,汤君耀,李靖筠,刘朝健,林秋楠,云千千,林嘉华,张坚庭,骆应钧,李枫,欧阳伟豪,楼南光,张文杰",2018-08-24(中国大陆),阚家伟,27201353,粤语,5.1,27414,中国大陆 / 香港,100分钟,大师兄 大師兄,"喜剧,动作",2018
"高杉真宙,Lynn,藤井雪代,内田雄马,福岛润,田中敦子,三木真一郎","2019-01-18(中国大陆),2018-09-01(日本)",牛岛新一郎,27107140,日语,6.9,35972,日本,108分钟,我想吃掉你的胰脏 君の膵臓をたべたい,"爱情,动画",2018
"尼克·罗宾森,詹妮弗·加纳,乔什·杜哈明,小豪尔赫·兰登伯格,凯瑟琳·兰福德,亚历山德拉·希普,洛根·米勒,凯南·朗斯代尔,特丽莎·贝特曼,托尼·海尔,娜塔莎·罗斯韦尔,迈尔斯·赫尔泽,乔伊·保罗瑞,克拉克·穆尔,德鲁·斯塔基,麦肯兹·林茨,卡萨迪·麦克林西,艾莉克斯·斯甘巴蒂,贾米拉·汤普森,艾米丽·乔丹,帕特里克·多诺霍,特雷勒·希尔,泰勒·切斯,哈龙·汗,约书亚·米克尔,尼古拉斯·斯塔格尔,南茜·德·梅奥,克里斯蒂安·奥乔·梅菲尔德,钱特尔·D·克里斯托弗,曼迪·法森,菲利普·科文,罗比·罗杰斯",2018-03-16(美国),格里格·伯兰蒂,26654498,英语,8.3,132440,美国,110分钟,"爱你，西蒙 Love, Simon","爱情,同性",2018
"山下大辉,三宅健太,志田未来,生濑胜久,冈本信彦,佐仓绫音,石川界人,梶裕贵,增田俊树,广桥凉,畠中祐,井上麻里奈,真堂圭,古岛清孝,奈良彻,西田雅一,细谷佳正,喜多村英梨,悠木碧,名塚佳织,小山力也,小形满,木村良平,大悟,饭田利信,佐藤健辅,富樫美铃,福西胜也,小林爱","2019-03-15(中国大陆),2018-08-03(日本)",长崎健司,27602116,日语,7.2,22829,日本,96分钟,我的英雄学院：两位英雄 僕のヒーローアカデミア THE MOVIE ～2人の英雄～,"动作,动画",2018
"哈利·米尔林,佐伊·卡赞,连姆·尼森,詹姆斯·弗兰科,大卫·克鲁霍尔特兹,汤姆·威兹,克兰西·布朗,蒂姆·布雷克·尼尔森,布莱丹·格里森,比尔·赫克,斯蒂芬·鲁特,泰恩·黛莉,拉尔夫·伊内森,切尔西·罗斯,绍尔·鲁宾内克,琼乔·奥雷尔,马修·维利希,杰西·卢肯,保罗·瑞,葛人杰·海恩斯,杰弗森·梅斯,山姆·狄龙,比利·洛克伍德,汤姆·普罗克特,E·E·贝尔,丹尼·麦卡锡,杰克莫·巴泽尔,伊索·阿克瑞恩","2018-08-31(威尼斯电影节),2018-11-16(美国)","伊桑·科恩,乔尔·科恩",26952704,英语,8.5,55589,美国,133分钟,巴斯特·斯克鲁格斯的歌谣 The Ballad of Buster Scruggs,"喜剧,歌舞,西部",2018
"张晋,戴夫·巴蒂斯塔,柳岩,杨紫琼,托尼·贾,郑嘉颖,周秀娜,谭耀文,释彦能,姜皓文,栢天男,元华","2018-12-21(中国大陆),2018-10-13(釜山电影节)",袁和平,26796664,汉语普通话 / 粤语,5.6,31175,中国大陆 / 香港,107分钟,叶问外传：张天志 葉問外傳：張天志,"剧情,动作,犯罪",2018
"亚历克斯·沃尔夫,加布里埃尔·伯恩,托妮·科莱特,米莉·夏普洛,克里斯蒂·萨默海斯,摩根·伦德,马洛里·贝克特尔,杰克·布朗,布赖恩·拉谢尔,海蒂·门德兹,莫伊塞斯 L·托瓦,贾罗德·菲利普斯,安·唐德,布罗克·麦金尼,扎克瑞·亚瑟,奥斯丁·R·格兰特","2018-01-21(圣丹斯电影节),2018-06-08(美国)",阿里·艾斯特,27621727,英语,7.1,79032,美国,127分钟,遗传厄运 Hereditary,"悬疑,惊悚,恐怖",2018
"波伊德·霍布鲁克,崔凡特·罗兹,雅各布·特伦布莱,科甘-迈克尔·凯,奥立薇娅·玛恩,斯特林·K·布朗,托马斯·简,阿尔菲·艾伦,奥古斯托·阿奎莱拉,杰克·布塞,伊冯娜·斯特拉霍夫斯基,布赖恩·A·普林斯,麦克·多普德,尼尔迈特,加里·切克,艾米·阿内克,弗雷泽·艾奇逊,简·波斯,洛奇林·莫罗,叶芳华,里斯·威廉姆斯,萨奇·布洛克勒班克,肖恩·O.罗伯茨,柯林·科里根,帕特里克·萨邦圭,弗雷泽·科比特,阿隆·克拉文,安德鲁·詹金斯","2018-10-26(中国大陆),2018-09-07(多伦多电影节),2018-09-14(美国)",沙恩·布莱克,25917789,英语 / 西班牙语,4.9,40750,美国 / 加拿大,107分钟,铁血战士 The Predator,"动作,科幻,惊悚,冒险",2018
"河正宇,朱智勋,马东锡,金香起,李政宰,赵汉哲,金明坤 ,金东旭,郑惟安,都暻秀",2018-08-01(韩国),金容华,27003543,韩语,7.5,59390,韩国,142分钟,与神同行2：因与缘 신과함께-인과 연,"动作,奇幻",2018
"杰西·艾森伯格,亚历山大·斯卡斯加德,萨尔玛·海耶克,迈克尔·曼多,约翰·海尔登贝格,阿伊莎·伊萨,萨拉·古德伯格,弗兰克·萧宾,夸西·宋桂,康拉德·皮拉,朱利安·拜利,卡内赫迪奥·霍恩,泰勒·艾略特·伯克,布朗温·曼特尔,伊戈尔·奥瓦迪斯,詹维姆维·米勒,艾瑞卡·罗森鲍姆,朱丽叶特·高斯林,拉斐尔·格罗斯-哈维,斯蒂芬妮·科斯塔,卡尔·格拉戈萨斯,梅兰莎·布莱克索恩","2018-09-08(多伦多电影节),2019-03-15(美国)",阮金,27039358,英语,7.2,1175,加拿大,111分钟,蜂鸟计划 The Hummingbird Project,剧情,2018
"奥利维娅·科尔曼,艾玛·斯通,蕾切尔·薇兹,尼古拉斯·霍尔特,乔·阿尔文,马克·加蒂斯,蒂莫西·英纳斯,珍妮·莱恩斯福德,詹姆斯·史密斯,詹姆斯·梅尔维尔,杰克·维尔","2018-08-30(威尼斯电影节),2018-11-23(美国)",欧格斯·兰斯莫斯,26628282,英语,7.4,51774,爱尔兰 / 英国 / 美国,119分钟,宠儿 The Favourite,"剧情,喜剧,同性,传记",2018
"黑木华,树木希林,多部未华子,原田麻由,川村纱也,滝泽惠,山下美月,郡山冬果,冈本智礼","2018-10-05(釜山电影节),2018-10-13(日本)",大森立嗣,27185563,日语,7.7,3706,日本,100分钟,日日是好日,剧情,2018
"米拉·库尼斯,凯特·麦克金农,贾斯汀·塞洛克斯,萨姆·修汉,薇尔玛·斯泽克斯,哈桑·明哈杰,凯文·亚当斯,吉莲·安德森,伊万娜·萨赫诺,简·库丁,保罗·雷瑟,弗雷德·迈拉麦德,詹姆斯·弗雷特,卡罗琳·皮克尔斯,贾斯婷·瓦希伯格,汤姆·斯托顿,罗德里克·希尔","2018-10-19(中国大陆),2018-08-03(美国)",苏珊娜·福格尔,26999424,英语 / 俄语 / 法语,6.2,40997,美国 / 加拿大,117分钟,我的间谍前男友 The Spy Who Dumped Me,"喜剧,动作",2018
"石见舞菜香,入野自由,樱井优辉,茅野爱衣,梶裕贵,细谷佳正,佐藤利奈,日笠阳子,泽城美雪,杉田智和,久野美咲,平田广明,徐斌,栗本有规,宍户准之介,岩川泰千,岩崎博,河本启佑,咲野俊介,伊东美弥子,浅野真由美,莲岳大,内田夕夜,前田爱,松川央树,岩崎谅太,本桥大辅,水中雅章,柳田淳一,川上晃太,佐佐健太,岛袋美由利,矢野奖吾,笠间淳,藤间隼,绵贯龙之介","2019-02-22(中国大陆),2018-02-24(日本)","冈田麿里,筱原俊哉",27083561,日语,6.9,31806,日本,115分钟,朝花夕誓 さよならの朝に約束の花をかざろう,"动画,奇幻",2018
"黄政民,李星民,赵震雄,朱智勋","2018-05-11(戛纳电影节),2018-08-08(韩国)",尹钟彬,26683421,韩语 / 汉语普通话 / 日语,8.5,81295,韩国,137分钟,特工 공작,剧情,2018
